,sentence_group_id,author,text
235,id02672,HPL,"For a week I tasted to the full the joys of that charnel conviviality which I must not describe , when the thing happened , and I was borne away to this accursed abode of sorrow and monotony ."
236,id01301,HPL,"He see enough , I tell ye , Mis ' Corey ."
237,id01301,HPL,"This du n't mean no good , an ' I think as all the men folks ought to git up a party an ' do suthin ' ."
238,id11714,HPL,"No recognised school of sculpture had animated this terrible object , yet centuries and even thousands of years seemed recorded in its dim and greenish surface of unplaceable stone ."
239,id22514,MWS,"For a long time I dared not hope ; but when his unobstructed breathing and the moisture that suffused his forehead , were tokens no longer to be mistaken of the departure of mortal malady , I ventured to whisper the news of the change to Idris , and at length succeeded in persuading her that I spoke truth ."
240,id25671,EAP,"He comprehended , moreover , the true character , the august aims , the supreme majesty and dignity of the poetic sentiment ."
241,id27169,EAP,Else there is no immortality for man .
242,id07849,EAP,"I laid the second tier , and the third , and the fourth ; and then I heard the furious vibrations of the chain ."
243,id03066,HPL,"All in all , he became a disconcerting and even gruesome companion ; yet in my gratitude for his healing I could not well abandon him to the strangers around him , and was careful to dust his room and attend to his needs each day , muffled in a heavy ulster which I bought especially for the purpose ."
244,id19449,EAP,I longed for the love which had before filled it to overflowing .
245,id15830,HPL,"It was a lambent glow of this sort which always played about the old woman and the small furry thing in those lighter , sharper dreams which prefaced his plunge into unknown abysses , and the thought that a wakeful second person could see the dream luminance was utterly beyond sane harbourage ."
246,id26636,MWS,"My first thought was Perdita ; to her I must return ; her I must support , drawing such food from despair as might best sustain her wounded heart ; recalling her from the wild excesses of grief , by the austere laws of duty , and the soft tenderness of regret ."
247,id00037,MWS,"He owned affinity not only with mankind , but all nature was akin to him ; the mountains and sky were his friends ; the winds of heaven and the offspring of earth his playmates ; while he the focus only of this mighty mirror , felt his life mingle with the universe of existence ."
248,id25376,HPL,Uninquiring souls let this occurrence pass as one of the major clashes in a spasmodic war on liquor .
249,id01019,EAP,"The rigging was found to be ill fitted , and greatly strained ; and on the third day of the blow , about five in the afternoon , our mizzen mast , in a heavy lurch to windward , went by the board ."
250,id04152,MWS,"Alfred stood immoveable before him , his whole attention absorbed ."
251,id19373,HPL,"Beyond it the rusted railway and the Rowley road led off through a flat , marshy terrain dotted with islets of higher and dryer scrub grown land ."
252,id04861,HPL,"Williamson records and traditions were supplied in abundance by my grandfather ; though for Orne material I had to depend on my uncle Walter , who put at my disposal the contents of all his files , including notes , letters , cuttings , heirlooms , photographs , and miniatures ."
253,id17577,EAP,"A closer scrutiny , however , satisfied me that it was intended for a kid . '' `` Ha ha '' said I , `` to be sure I have no right to laugh at you a million and a half of money is too serious a matter for mirth but you are not about to establish a third link in your chain you will not find any especial connexion between your pirates and a goat pirates , you know , have nothing to do with goats ; they appertain to the farming interest . ."
254,id17205,EAP,"It is no cause for wonder , surely , that even a gang of blackguards should make haste to get home , when a wide river is to be crossed in small boats , when storm impends , and when night approaches ."
255,id03307,EAP,"The connexion of the two events had about it so much of the palpable , that the true wonder would have been a failure of the populace to appreciate and to seize it ."
256,id09691,HPL,"When I heard the fears which had driven the people from Kilderry I laughed as loudly as my friend had laughed , for these fears were of the vaguest , wildest , and most absurd character ."
257,id23247,MWS,Leave me ; I am inexorable . .
258,id02698,MWS,I listened to my father in silence and remained for some time incapable of offering any reply .
259,id01371,MWS,"You hate me , but your abhorrence can not equal that with which I regard myself ."
260,id11720,HPL,"I had been , albeit without definite reason , instinctively on my guard and that was to my advantage in the new and real crisis , whatever it might turn out to be ."
261,id06141,EAP,"I assured my patron that , if this was all , I was perfectly resigned to the task of playing Thomas Hawk ."
262,id03603,EAP,"A large bruise was discovered upon the pit of the stomach , produced , apparently , by the pressure of a knee ."
263,id20705,EAP,"Mem he 'll answer , too ."
264,id26332,EAP,"Let a composition be defective , let an emendation be wrought in its mere arrangement of form ; let this emendation be submitted to every artist in the world ; by each will its necessity be admitted ."
265,id06098,EAP,"The hangman , however , adjusted the noose about my neck ."
266,id19151,HPL,Then with utter and horrifying suddenness we heard a frightful sound from below .
267,id01329,EAP,"The boat , however , must not be detained ."
268,id13295,EAP,"We started about four o'clock Legrand , Jupiter , the dog , and myself ."
269,id09591,HPL,What do maps and records and guide books really tell of the North End ? Bah .
270,id09591,HPL,At a guess I 'll guarantee to lead you to thirty or forty alleys and networks of alleys north of Prince Street that are n't suspected by ten living beings outside of the foreigners that swarm them .
271,id16597,HPL,It would be useless to describe the playing of Erich Zann on that dreadful night .
